OBJECTID,REGIONNAME,ZONENAME,WOREDANAME,REG_P_CODE,ZON_P_CODE,WOR_P_CODE,REG_Pcode,HRname,HRpcode,HRparent,DRMF_Name,pop_2020,pop_2022,pop_2030,cons_class12,cons_class40,cons_class80,cons_class12_2030,cons_class40_2030,cons_class80_2030,Females_2022_12USD,Males_2022_12USD,Females_2022_40USD,Males_2022_40USD,Females_2022_80USD,Males_2022_80USD,Females_2030_12USD,Males_2030_12USD,Females_2030_40USD,Males_2030_40USD,Females_2030_80USD,Males_2030_80USD
"371",Oromia,South West Shewa,Ameya,"04","0413","041301",ET04,Ameya,ET041301,ET0413,,198930.09375,263808.461055318,370906.786846112,78323.5496978015,3820.93843589458,3659.87809425108,225019.803324855,18786.9973538598,4218.14522244993,26056.5351030451,29504.1116406544,1271.16223218708,1439.35035540062,1217.58032199316,1378.67880471356,82908.1261980502,87110.947525878,6534.62318141024,6922.2164463019,1467.18440600159,1554.20867325208
"372",Oromia,South West Shewa,Becho,"04","0413","041309",ET04,Becho,ET041309,ET0413,,121026.828125,160498.095950165,225655.51091749,47651.1653351378,2324.61590219916,2226.62860465966,136899.513534354,11429.7975578691,2566.27203667488,15852.5024344099,17949.9691635484,773.360782643761,875.68454219727,740.762152072572,838.772654213605,50440.3700334416,52997.3191852494,3975.59113218976,4211.39850837992,892.618465037215,945.563048919356
"373",Oromia,East Shewa,Adama,"04","0407","040703",ET04,Adama,ET040703,ET0407,Adama,610890.5,810124.198105717,1139010.3337234,240522.243440932,11733.6444555557,11239.0474301282,691008.874382649,57692.6195059318,12953.4189394864,80016.4995517014,90603.5943202544,3903.58701875332,4420.07260797294,3739.04338791156,4233.75754001961,254600.92896171,267507.290055542,20067.0453994761,21257.2979094049,4505.54764479676,4772.78875010482
"374",Oromia,South West Shewa,Waliso,"04","0413","041303",ET04,Waliso,ET041303,ET0413,,286062.78125,379358.29951202,533366.395348113,112629.77884122,5494.53456414021,5262.92873512213,323579.954958102,27015.825575066,6065.72053179072,37469.4685997721,42427.1063021911,1827.93963801364,2069.79526373987,1750.88849926526,1982.54917540241,119222.429956957,125266.114627644,9396.8310498267,9954.19271018974,2109.82081129916,2234.96227912154
"375",Oromia,Ilubabor,Alge Sachi,"04","0403","040302",ET04,Alge Sachi,ET040302,ET0403,,125323.71875,166196.359504641,233667.098632071,49342.9542448447,2407.14818393895,2305.68198253417,141759.941964861,11835.5967573766,2657.38398620229,16415.3236712257,18587.2580639749,800.817890692999,906.774514215198,767.061890700011,868.5521205537,52231.1858093816,54878.9159145467,4116.73901261753,4360.91840449838,924.309652632075,979.133960949303
"376",Oromia,Arsi,Aseko,"04","0408","040802",ET04,Aseko,ET040802,ET0408,,136542.03125,181073.373336354,254583.734042899,53759.8729727042,2622.62328179415,2512.07436590484,154449.537715815,12895.0564061371,2895.25886166128,17884.7361062318,20251.090509737,872.502847403437,987.944144106202,835.72518989463,946.300285131756,56906.6436596555,59791.384476214,4485.2475853372,4751.28461718838,1007.04893481598,1066.78082351331
"377",Oromia,Arsi,Gololcha Arsi,"04","0408","040803",ET04,Gololcha Arsi,ET040803,ET0408,,280055.90625,371392.363239486,522166.527780382,110264.728065231,5379.15785499354,5152.41538938856,316785.277463023,26448.5351133634,5938.34980267948,36682.6678380241,41536.2028331856,1789.55573897891,2026.33277144867,1714.12255471257,1940.91871573214,116718.943726353,122635.720386856,9199.5121631621,9745.17009258551,2065.51784455006,2188.03153552136
"378",Oromia,Jimma,Chora,"04","0404","040415",ET04,Chora,ET040415,ET0404,,149053.8125,197665.70330716,277912.052517382,58686.0613742135,2862.94260693211,2742.26374174902,168602.240823957,14076.6714991819,3160.56065340703,19523.571443795,22106.7624388287,952.453062489416,1078.47261292357,912.305351075412,1033.01279450334,62121.180682601,65270.2594889294,4896.2451084155,5186.65996090146,1099.32803646047,1164.53334838278
"379",Oromia,Arsi,Jeju,"04","0408","040804",ET04,Jeju,ET040804,ET0408,,202890.15625,269060.04453429,378290.355766713,79882.7212951112,3897.00111062397,3732.7345722349,229499.228574732,19160.9864386994,4302.11501505441,26575.2374551949,30091.4442251893,1296.467010324,1468.00322163788,1241.81845551519,1406.12389424814,84558.562063801,88845.0481344577,6664.70664804176,7060.01565631149,1496.39135924464,1585.1480015764
"380",Oromia,South West Shewa,Seden Sodo,"04","0413","041310",ET04,Seden Sodo,ET041310,ET0413,,111337.5546875,147648.796650566,207589.781344704,43836.2659636463,2138.5097349756,2048.36719164449,125939.49053247,10514.740660244,2360.81914772805,14583.3686965829,16512.9145690028,711.446377342359,805.57821035506,681.457556928022,771.621447126038,46402.1700317203,48754.412674389,3657.30972175982,3874.23862131895,821.156422140623,869.862321441699
"381",Oromia,Ilubabor,Chora,"04","0403","040303",ET04,Chora,ET040303,ET0403,,164581.96875,218258.158305382,306864.426850297,64799.8689678024,3161.19878293716,3027.94781212856,186166.91693457,15543.1536431339,3489.82213850797,21557.5017596484,24409.8049143894,1051.67789764837,1190.82593662552,1007.34767036671,1140.63019664995,68592.8527847414,72069.9969181357,5406.32705671706,5726.9968025941,1213.85404041735,1285.85232364901
"382",Oromia,Arsi,Sire,"04","0408","040820",ET04,Sire,ET040820,ET0408,Sire,120021.7109375,159165.173346972,223781.461700543,47255.426588409,2305.31017111594,2208.13664948414,135762.575087355,11334.8740921133,2544.95937260012,15720.8487927458,17800.896244751,766.938089206147,868.412058915451,734.610187401329,831.806720922481,50021.4671864455,52557.1810999192,3942.57419669419,4176.42321331714,885.205347012159,937.710230771034
"383",Oromia,Ilubabor,Metu Zuria,"04","0403","040310",ET04,Metu Zuria,ET040310,ET0403,,147481.953125,195581.203195099,274981.307856457,58067.1826336722,2832.75120758905,2713.34497141437,166824.231872424,13928.2247892745,3127.23069820502,19317.6839975587,21873.6337371366,942.408889513153,1067.09949029844,902.68455912854,1022.1190721738,61466.0766057294,64581.9465396289,4844.61134845408,5131.96360696231,1087.7349812321,1152.25266511508
"384",Oromia,Ilubabor,Yayu,"04","0403","040309",ET04,Yayu,ET040309,ET0403,,85341.71875,113174.769401893,159120.332619293,33601.0817861057,1639.19619807237,1570.10073785712,96534.2970815852,8059.68877863708,1809.59932423989,11178.3463650209,12657.3689789222,545.333125119144,617.486429015029,522.346294802743,591.458117675828,35567.8814336431,37370.9067525108,2803.37661925594,2969.65551038917,629.427335859651,666.76105646529
"385",Oromia,East Shewa,Dugda,"04","0407","040707",ET04,Dugda,ET040707,ET0407,,236305.015625,313372.709661653,440592.634371535,93038.9529620601,4538.81511728906,4347.49481058643,267296.451422973,22316.6923594268,5010.64898683561,30952.0285170953,35047.334623028,1509.98778252412,1709.77503610005,1446.33892031877,1637.70453403154,98484.878217023,103477.324260856,7762.34607784994,8222.76024038219,1742.83853915371,1846.21289767699
"386",Oromia,Arsi,Chole,"04","0408","040809",ET04,Chole,ET040809,ET0408,,145445.125,192880.091045794,271183.625158177,57265.2345429283,2793.62894748543,2675.87179430015,164520.273454398,13735.8663387591,3084.0414719675,19050.8933750969,21571.5436749445,929.393568718049,1052.36210577133,890.217858904697,1008.00289843736,60617.187430402,63690.0250381035,4777.70390357598,5061.087627972,1072.71260625418,1136.33925614752
"387",Oromia,Arsi,Ziway Dugda,"04","0408","040806",ET04,Ziway Dugda,ET040806,ET0408,,196806.953125,260992.886748149,366948.173785632,77487.618305407,3780.15833336737,3620.81695614989,222618.212510401,18586.4875337927,4173.12581228875,25778.4389780137,29189.2202290637,1257.59537497987,1423.98846039745,1204.5853336679,1363.9644448903,82023.2645486362,86181.2300151284,6464.88047087317,6848.33703130169,1451.52544381026,1537.62091867103
"388",Oromia,Ilubabor,Didu,"04","0403","040317",ET04,Didu,ET040317,ET0403,,53614.5703125,71100.2393738266,99964.8048612268,21109.3423988163,1029.79880303306,986.390684890547,60646.1286959775,5063.37061226699,1136.8518425452,7022.61737803226,7951.78968775665,342.596816758342,387.92597630266,328.155708138647,371.574105859329,22344.9528310645,23477.6746598436,1761.17653905952,1865.638593852,395.427660109749,418.881973167374
"389",Oromia,Arsi,Sude,"04","0408","040808",ET04,Sude,ET040808,ET0408,Sude,240167.84375,318495.347085522,447794.909004669,94559.8410535458,4613.0101683034,4418.56238900074,271665.88999599,22681.498610682,5092.55700634869,31457.9947826246,35620.2459915406,1534.67123352626,1737.72436709246,1469.98191682865,1664.47574376556,100094.78969714,105168.846200825,7889.23550787831,8357.17596337339,1771.32835223944,1876.39254954355
"390",Oromia,Jimma,Setema,"04","0404","040413",ET04,Setema,ET040413,ET0404,,167184.34375,221709.262816003,311716.576322623,65824.4864291553,3211.18375240391,3075.82581326948,189110.593779228,15788.9224522523,3545.00331027713,21898.3696206167,24795.7734779358,1068.30705994166,1209.65531186245,1023.27588178367,1158.66587534884,69677.4450193673,73209.5698595356,5491.81206142978,5817.55224689548,1233.04753671845,1306.18425895256
"391",Oromia,Arsi,Hitosa,"04","0408","040807",ET04,Hitosa,ET040807,ET0408,,201469.671875,267176.288337036,375641.851031384,79323.4425231418,3869.71723796443,3706.60077040891,227892.447475588,19026.8356136972,4271.99483933328,26389.1776173755,29880.7665504657,1287.3901227859,1457.72536648054,1233.12417608218,1396.27927163061,83966.5465692883,88223.0218863454,6618.04538150975,7010.58673323112,1485.91475168526,1574.04998671989
"392",Oromia,Ilubabor,Dedesa,"04","0403","040308",ET04,Dedesa,ET040308,ET0403,,138410.484375,183551.197250114,258067.480176539,54495.5277870928,2658.51148868331,2546.44981173817,156563.038729078,13071.5134883888,2934.87783772478,18129.4724028986,20528.2082074977,884.442252851548,1001.46325837806,847.161326653434,959.249541186879,57685.3591599725,60609.5750227433,4546.62410647506,4816.3016123911,1020.82948071866,1081.37874581706
"393",Oromia,Jimma,Sigmo,"04","0404","040412",ET04,Sigmo,ET040412,ET0404,,150570.125,199676.540680044,280739.229575552,59283.0699776498,2892.06709284,2770.16057122402,170317.417920077,14219.8723512407,3192.71278387179,19722.1831728634,22331.6527630565,962.142291232331,1089.44382846281,921.586160364691,1043.52155094971,62753.1344797157,65934.2486125978,4946.05421786686,5239.42343739399,1110.51141255348,1176.38005289307
"394",Oromia,Jimma,Tiro Afeta,"04","0404","040404",ET04,Tiro Afeta,ET040404,ET0404,,213228.390625,282769.954629268,397566.078315319,83953.132154493,4095.5721580612,3922.93544536094,241193.323831693,20137.331335469,4521.32857452861,27929.3742869717,31624.74879172,1362.5282725356,1542.80508314291,1305.09510964965,1477.77270485437,88867.2296166585,93372.132876511,7004.30567365036,7419.75758709389,1572.63973360901,1665.91895597976
"395",Oromia,Bale,Lege Hida,"04","0411","041107",ET04,Lege Hida,ET041107,ET0411,,101749.3828125,134933.57182462,189712.556462108,40061.1727024608,1954.34547025056,1871.96582598019,115093.828577126,9609.23181415484,2157.51003232901,13327.4775826475,15090.8547484042,650.178010483117,736.203394630762,622.771768474317,705.17092126128,42406.1061439703,44555.778263037,3342.34938056348,3540.59678869354,750.44004136647,794.951484132768
"396",Oromia,Arsi,Amigna,"04","0408","040810",ET04,Amigna,ET040810,ET0408,Amigna,118679.1953125,157384.814356044,221278.330337295,46726.8459835715,2279.52387877749,2183.43730191684,134243.988350661,11208.0866512644,2516.49245860582,15545.0015649596,17601.782424752,758.359421562398,858.698343380772,726.393126944791,822.502458292865,49461.9467400306,51969.2971555774,3898.47411329728,4129.70738684962,875.303788365688,927.221373157698
"397",Oromia,Jimma,Goma,"04","0404","040407",ET04,Goma,ET040407,ET0404,,387795,514269.10944663,723046.949275305,152684.193640556,7448.55035663872,7134.57877993937,438654.368403534,36623.4364117674,8222.86661461934,50794.6979755816,57515.4153803718,2478.00797022943,2805.87446851582,2373.5552126202,2687.60114166435,161621.382631922,169814.37679435,12738.6166108162,13494.1922370337,2860.13426123661,3029.77966320789
"398",Oromia,East Shewa,Adami Tulu Jido Kombolcha,"04","0407","040708",ET04,Adami Tulu Jido Kombolcha,ET040708,ET0407,,301247.40625,399495.185175917,561678.252855661,118608.32994131,5786.19238324354,5542.29258278994,340756.045647305,28449.8645599008,6387.69772584431,39458.4020330228,44679.1982947907,1924.96931032747,2179.66298148117,1843.82818600808,2087.78574494494,125550.928486456,131915.420655909,9895.62839443923,10482.5756155838,2221.81314283136,2353.59730024981
"399",Oromia,Arsi,Tiyo,"04","0408","040816",ET04,Tiyo,ET040816,ET0408,,251213.828125,333143.830298283,468390.237216963,98908.9100649127,4825.17528352105,4621.78431224735,284160.556764285,23724.6835572728,5326.77780894489,32904.8350981808,37258.5197692149,1605.25501444216,1817.64712405797,1537.59045688668,1741.02959365289,104698.426327881,110005.8527448,8252.08330127996,8741.54563447157,1852.79664956154,1962.69304031699
"400",Oromia,Jimma,Kersa,"04","0404","040405",ET04,Kersa,ET040405,ET0404,Kersa,465245.3125,616978.796873591,867453.690397661,183178.239492802,8936.17281900584,8559.49492393857,526262.300203439,43937.8592251489,9865.1353105749,60939.4013151087,69002.3785820044,2972.91505173322,3366.26295836825,2847.60101762913,3224.36811467138,193900.36145198,203729.658192293,15282.769674485,16189.2486603846,3431.35950221375,3634.88643797702
"401",Oromia,Jimma,Sekoru,"04","0404","040403",ET04,Sekoru,ET040403,ET0404,,221123.953125,293240.548359087,412287.419174375,87061.8045036752,4247.22572470141,4068.19650511722,250124.390456142,20882.9898177957,4688.74733259638,28963.5617121186,32795.7709989408,1412.98087456617,1599.93309467819,1353.42103837086,1532.49265428405,92157.8644312042,96829.578241661,7263.66575723637,7694.501300124,1630.8724824015,1727.60570978548
"402",Oromia,Arsi,Robe,"04","0408","040812",ET04,Robe,ET040812,ET0408,,269601.90625,357528.93212213,502674.959277116,106148.737502387,5178.36324591322,4960.08468227402,304960.233903177,25461.2572880985,5716.68153055315,35313.3676339556,39985.7286074055,1722.75473504441,1950.69329261613,1650.13734037837,1868.46759507571,112362.028515909,118057.94219217,8856.11037085051,9381.39983859578,1988.41565507633,2106.35612299883
"403",Oromia,Jimma,Gera,"04","0404","040408",ET04,Gera,ET040408,ET0404,,182792.171875,242407.373596801,340817.499518111,71969.6627510419,3510.97022140641,3362.97567167809,206765.390742373,17262.9288238191,3875.95417043721,23942.7356275641,27110.6324054486,1168.04099795458,1322.58509807661,1118.80584427358,1266.83544093801,76182.3219812773,80044.1953863222,6004.51113855015,6360.6614492352,1348.16115077693,1428.12569770233
"404",Oromia,Jimma,Mena,"04","0404","040406",ET04,Mena,ET040406,ET0404,,238067.109375,315709.486524619,443878.072580575,93732.7315392408,4572.66043254582,4379.91347683281,269289.644014352,22483.1048412914,5048.01270186211,31182.8335038432,35308.6777398046,1521.24755213639,1722.52459157203,1457.12406918721,1649.91666975846,99219.2663040331,104248.940326069,7820.22881670311,8284.07622383266,1755.83464458541,1859.97985137267
"405",Oromia,Arsi,Seru,"04","0408","040811",ET04,Seru,ET040811,ET0408,Seru,77522.78125,102805.79088246,144541.859699453,30522.5785374475,1489.01440175173,1426.24941030217,87689.9048365866,7321.26677644821,1643.80533481108,10154.1955409967,11497.7113295309,495.37015642763,560.912834455607,474.489360442381,537.269215416639,32309.1816322981,33947.0152666576,2546.53357817384,2697.5781351926,571.759725317438,605.672961401162
"406",Oromia,Arsi,Degeluna Tijo,"04","0408","040815",ET04,Degeluna Tijo,ET040815,ET0408,,228030.640625,302399.758843624,425164.994507922,89781.1330449529,4379.88553114893,4195.26443037972,257936.89098625,21535.2587497628,4835.19782850623,29868.2229521403,33820.1292306481,1457.11457065015,1649.90614259852,1395.69441507135,1580.35923639604,95036.3656577713,99853.9979312543,7490.5424423747,7934.83490124346,1681.81190542244,1781.5665430289
"407",Oromia,Bale,Gololcha Bale,"04","0411","041105",ET04,Gololcha Bale,ET041105,ET0411,,163385.828125,216671.912546691,304634.212871751,64328.9197116004,3138.22398006726,3005.94144401925,184813.902299566,15430.1898862025,3464.45898320246,21400.8272234032,24232.4005515167,1044.03456546961,1182.1713112682,1000.02651920309,1132.34038138843,68094.3370699057,71546.2101885678,5367.0352225405,5685.37442082983,1205.03205255568,1276.50707025491
"408",Oromia,Jimma,Omo Nada,"04","0404","040411",ET04,Omo Nada,ET040411,ET0404,,403107.375,534575.409050191,751596.99770272,158713.042980018,7742.66192658479,7416.29294785147,455974.963523077,38069.5401318403,8547.55263991114,52800.3645350108,59786.4544824361,2575.85396435814,2916.66651602763,2467.27681165796,2793.7230785939,168003.123548846,176519.624200496,13241.6103949704,14027.0204887016,2973.06879715998,3149.4127744404
"409",Oromia,Arsi,Munessa,"04","0408","040817",ET04,Munessa,ET040817,ET0408,,271301.71875,359783.115545333,505844.273586133,106817.994457486,5211.01229761088,4991.35750990814,306882.977049922,25621.787916409,5752.72462408804,35536.0148123685,40237.834544837,1733.6165278032,1962.99221471418,1660.54128787602,1880.24809254374,113070.459636643,118802.285467237,8911.94724277453,9440.54860699638,2000.95241281928,2119.63648335357
